state,city,place,vibe_all,total_estimated_cost_per_person_per_day,group_suitability_score,rating,distance_from_major_city,ideal_stay_duration_days,recommended_for_groups,famous_food,best_season,popularity_score,activities,why_recommended
Odisha,Nabarangpur City,Nabarangpur Local Spot 9,"beach, local, scenic",1427,65.0,4.9,65,1.0,No,Local cuisine popular in Nabarangpur City,Oct-Mar,72,"Sightseeing, Cultural Visit, Photography, Nature Walk",Representative offbeat Odisha attraction
Odisha,Nabarangpur City,Nabarangpur Local Spot 10,"beach, local, spiritual",2206,77.0,4.9,92,2.0,No,Local cuisine popular in Nabarangpur City,Year-round,82,"Sightseeing, Cultural Visit, Photography, Nature Walk",Representative offbeat Odisha attraction
Odisha,Nabarangpur City,Nabarangpur Local Spot 11,"heritage, local, nature",3773,63.0,4.7,41,2.0,No,Local cuisine popular in Nabarangpur City,Nov-Feb,65,"Sightseeing, Cultural Visit, Photography, Nature Walk",Representative offbeat Odisha attraction
Odisha,Nabarangpur City,Nabarangpur Local Spot 12,"adventure, local, river",1565,99.0,4.7,90,2.0,Yes,Local cuisine popular in Nabarangpur City,Nov-Feb,62,"Sightseeing, Cultural Visit, Photography, Nature Walk",Representative offbeat Odisha attraction
Odisha,Nabarangpur City,Nabarangpur Local Spot 13,"beach, local, scenic",2775,57.0,4.8,31,1.0,Yes,Local cuisine popular in Nabarangpur City,Nov-Feb,69,"Sightseeing, Cultural Visit, Photography, Nature Walk",Representative offbeat Odisha attraction
Odisha,Nabarangpur City,Nabarangpur Local Spot 14,"local, nature, temple",2116,73.0,4.1,11,3.0,No,Local cuisine popular in Nabarangpur City,Year-round,72,"Sightseeing, Cultural Visit, Photography, Nature Walk",Representative offbeat Odisha attraction
Odisha,Nabarangpur City,Nabarangpur Local Spot 15,"beach, local, spiritual",3315,65.0,4.1,34,3.0,Yes,Local cuisine popular in Nabarangpur City,Year-round,62,"Sightseeing, Cultural Visit, Photography, Nature Walk",Representative offbeat Odisha attraction
Odisha,Nuapada City,Nuapada Local Spot 4,"forest, local, nature",3405,81.0,4.2,122,2.0,Yes,Local cuisine popular in Nuapada City,Year-round,66,"Sightseeing, Cultural Visit, Photography, Nature Walk",Representative offbeat Odisha attraction
Odisha,Nuapada City,Nuapada Local Spot 5,"forest, local, scenic",3001,93.0,4.7,107,1.0,Yes,Local cuisine popular in Nuapada City,Year-round,46,"Sightseeing, Cultural Visit, Photography, Nature Walk",Representative offbeat Odisha attraction
Odisha,Nuapada City,Nuapada Local Spot 6,"cultural, local, temple",898,83.0,4.8,65,2.0,Yes,Local cuisine popular in Nuapada City,Year-round,85,"Sightseeing, Cultural Visit, Photography, Nature Walk",Representative offbeat Odisha attraction
Odisha,Nuapada City,Nuapada Local Spot 7,"adventure, local, temple",2503,96.0,4.4,108,2.0,Yes,Local cuisine popular in Nuapada City,Nov-Feb,48,"Sightseeing, Cultural Visit, Photography, Nature Walk",Representative offbeat Odisha attraction
Odisha,Nuapada City,Nuapada Local Spot 8,"beach, cultural, local",4146,52.0,4.4,131,2.0,Yes,Local cuisine popular in Nuapada City,Oct-Mar,70,"Sightseeing, Cultural Visit, Photography, Nature Walk",Representative offbeat Odisha attraction
Odisha,Nuapada City,Nuapada Local Spot 9,"local, river, scenic",2222,76.0,4.9,27,3.0,Yes,Local cuisine popular in Nuapada City,Nov-Feb,59,"Sightseeing, Cultural Visit, Photography, Nature Walk",Representative offbeat Odisha attraction
Odisha,Nuapada City,Nuapada Local Spot 10,"cultural, local, river",1785,91.0,4.2,128,2.0,No,Local cuisine popular in Nuapada City,Year-round,83,"Sightseeing, Cultural Visit, Photography, Nature Walk",Representative offbeat Odisha attraction
Odisha,Nuapada City,Nuapada Local Spot 11,"heritage, local, scenic",1435,78.0,4.6,9,1.0,Yes,Local cuisine popular in Nuapada City,Year-round,85,"Sightseeing, Cultural Visit, Photography, Nature Walk",Representative offbeat Odisha attraction
Odisha,Nuapada City,Nuapada Local Spot 12,"cultural, local, river",2575,81.0,4.0,48,3.0,Yes,Local cuisine popular in Nuapada City,Year-round,77,"Sightseeing, Cultural Visit, Photography, Nature Walk",Representative offbeat Odisha attraction
Odisha,Nuapada City,Nuapada Local Spot 13,"cultural, local, temple",3668,50.0,4.9,6,3.0,Yes,Local cuisine popular in Nuapada City,Year-round,61,"Sightseeing, Cultural Visit, Photography, Nature Walk",Representative offbeat Odisha attraction
Odisha,Nuapada City,Nuapada Local Spot 14,"local, nature, temple",2519,88.0,4.0,78,1.0,No,Local cuisine popular in Nuapada City,Oct-Mar,49,"Sightseeing, Cultural Visit, Photography, Nature Walk",Representative offbeat Odisha attraction
Odisha,Nuapada City,Nuapada Local Spot 15,"cultural, forest, local",4044,94.0,4.0,58,3.0,Yes,Local cuisine popular in Nuapada City,Nov-Feb,68,"Sightseeing, Cultural Visit, Photography, Nature Walk",Representative offbeat Odisha attraction
Odisha,Bargarh City,Bargarh Local Spot 4,"local, river, spiritual",2901,73.0,4.2,135,1.0,Yes,Local cuisine popular in Bargarh City,Oct-Mar,49,"Sightseeing, Cultural Visit, Photography, Nature Walk",Representative offbeat Odisha attraction
Odisha,Bargarh City,Bargarh Local Spot 5,"cultural, forest, local",1494,70.0,3.9,18,2.0,Yes,Local cuisine popular in Bargarh City,Year-round,60,"Sightseeing, Cultural Visit, Photography, Nature Walk",Representative offbeat Odisha attraction
Odisha,Bargarh City,Bargarh Local Spot 6,"heritage, local, nature",2253,99.0,4.9,137,1.0,Yes,Local cuisine popular in Bargarh City,Oct-Mar,77,"Sightseeing, Cultural Visit, Photography, Nature Walk",Representative offbeat Odisha attraction
Odisha,Bargarh City,Bargarh Local Spot 7,"local, river, scenic",1155,76.0,4.1,5,2.0,No,Local cuisine popular in Bargarh City,Oct-Mar,73,"Sightseeing, Cultural Visit, Photography, Nature Walk",Representative offbeat Odisha attraction
Odisha,Bargarh City,Bargarh Local Spot 8,"adventure, forest, local",3506,94.0,3.8,126,2.0,Yes,Local cuisine popular in Bargarh City,Year-round,55,"Sightseeing, Cultural Visit, Photography, Nature Walk",Representative offbeat Odisha attraction
Odisha,Bargarh City,Bargarh Local Spot 9,"heritage, local, scenic",2541,79.0,3.9,120,2.0,Yes,Local cuisine popular in Bargarh City,Nov-Feb,76,"Sightseeing, Cultural Visit, Photography, Nature Walk",Representative offbeat Odisha attraction
Odisha,Bargarh City,Bargarh Local Spot 10,"adventure, local, temple",3119,100.0,4.2,35,3.0,Yes,Local cuisine popular in Bargarh City,Oct-Mar,76,"Sightseeing, Cultural Visit, Photography, Nature Walk",Representative offbeat Odisha attraction
Odisha,Bargarh City,Bargarh Local Spot 11,"cultural, forest, local",1498,91.0,4.8,15,3.0,No,Local cuisine popular in Bargarh City,Oct-Mar,42,"Sightseeing, Cultural Visit, Photography, Nature Walk",Representative offbeat Odisha attraction
Odisha,Bargarh City,Bargarh Local Spot 12,"adventure, beach, local",1738,52.0,4.4,132,3.0,Yes,Local cuisine popular in Bargarh City,Oct-Mar,43,"Sightseeing, Cultural Visit, Photography, Nature Walk",Representative offbeat Odisha attraction
Odisha,Bargarh City,Bargarh Local Spot 13,"cultural, local, temple",3680,65.0,4.1,44,2.0,No,Local cuisine popular in Bargarh City,Oct-Mar,58,"Sightseeing, Cultural Visit, Photography, Nature Walk",Representative offbeat Odisha attraction
Odisha,Bargarh City,Bargarh Local Spot 14,"local, scenic, temple",2624,93.0,3.8,17,1.0,Yes,Local cuisine popular in Bargarh City,Nov-Feb,56,"Sightseeing, Cultural Visit, Photography, Nature Walk",Representative offbeat Odisha attraction
Odisha,Bargarh City,Bargarh Local Spot 15,"forest, local, scenic",2912,85.0,4.9,36,2.0,No,Local cuisine popular in Bargarh City,Nov-Feb,69,"Sightseeing, Cultural Visit, Photography, Nature Walk",Representative offbeat Odisha attraction
Odisha,Jajpur City,Jajpur Local Spot 4,"beach, local, nature",1151,59.0,3.9,46,2.0,Yes,Local cuisine popular in Jajpur City,Nov-Feb,51,"Sightseeing, Cultural Visit, Photography, Nature Walk",Representative offbeat Odisha attraction
Odisha,Jajpur City,Jajpur Local Spot 5,"local, nature, river",2584,66.0,5.0,32,1.0,Yes,Local cuisine popular in Jajpur City,Nov-Feb,45,"Sightseeing, Cultural Visit, Photography, Nature Walk",Representative offbeat Odisha attraction
Odisha,Jajpur City,Jajpur Local Spot 6,"cultural, local, river",4019,70.0,4.7,107,1.0,Yes,Local cuisine popular in Jajpur City,Year-round,63,"Sightseeing, Cultural Visit, Photography, Nature Walk",Representative offbeat Odisha attraction
Odisha,Jajpur City,Jajpur Local Spot 7,"adventure, heritage, local",2625,62.0,4.3,80,2.0,Yes,Local cuisine popular in Jajpur City,Oct-Mar,85,"Sightseeing, Cultural Visit, Photography, Nature Walk",Representative offbeat Odisha attraction
Odisha,Jajpur City,Jajpur Local Spot 8,"local, nature, river",3570,53.0,4.7,118,1.0,Yes,Local cuisine popular in Jajpur City,Year-round,48,"Sightseeing, Cultural Visit, Photography, Nature Walk",Representative offbeat Odisha attraction
Odisha,Jajpur City,Jajpur Local Spot 9,"cultural, heritage, local",1447,72.0,5.0,137,1.0,No,Local cuisine popular in Jajpur City,Nov-Feb,66,"Sightseeing, Cultural Visit, Photography, Nature Walk",Representative offbeat Odisha attraction
Odisha,Jajpur City,Jajpur Local Spot 10,"local, spiritual, temple",4473,100.0,4.5,19,3.0,No,Local cuisine popular in Jajpur City,Nov-Feb,46,"Sightseeing, Cultural Visit, Photography, Nature Walk",Representative offbeat Odisha attraction
Odisha,Jajpur City,Jajpur Local Spot 11,"local, scenic, temple",3488,98.0,4.9,93,3.0,Yes,Local cuisine popular in Jajpur City,Nov-Feb,64,"Sightseeing, Cultural Visit, Photography, Nature Walk",Representative offbeat Odisha attraction
Odisha,Jajpur City,Jajpur Local Spot 12,"beach, local, nature",1096,75.0,5.0,76,1.0,Yes,Local cuisine popular in Jajpur City,Oct-Mar,54,"Sightseeing, Cultural Visit, Photography, Nature Walk",Representative offbeat Odisha attraction
Odisha,Jajpur City,Jajpur Local Spot 13,"local, river, spiritual",4427,90.0,4.7,122,2.0,Yes,Local cuisine popular in Jajpur City,Year-round,76,"Sightseeing, Cultural Visit, Photography, Nature Walk",Representative offbeat Odisha attraction
Odisha,Jajpur City,Jajpur Local Spot 14,"beach, local, scenic",2580,89.0,4.8,25,1.0,No,Local cuisine popular in Jajpur City,Nov-Feb,51,"Sightseeing, Cultural Visit, Photography, Nature Walk",Representative offbeat Odisha attraction
Odisha,Jajpur City,Jajpur Local Spot 15,"local, river, spiritual",3627,64.0,4.0,103,1.0,Yes,Local cuisine popular in Jajpur City,Nov-Feb,80,"Sightseeing, Cultural Visit, Photography, Nature Walk",Representative offbeat Odisha attraction
Odisha,Bhadrak City,Bhadrak Local Spot 4,"beach, local, scenic",1273,90.0,4.4,132,3.0,Yes,Local cuisine popular in Bhadrak City,Nov-Feb,64,"Sightseeing, Cultural Visit, Photography, Nature Walk",Representative offbeat Odisha attraction
Odisha,Bhadrak City,Bhadrak Local Spot 5,"forest, local, scenic",2455,89.0,4.5,91,1.0,Yes,Local cuisine popular in Bhadrak City,Year-round,85,"Sightseeing, Cultural Visit, Photography, Nature Walk",Representative offbeat Odisha attraction
Odisha,Bhadrak City,Bhadrak Local Spot 6,"heritage, local, spiritual",1696,94.0,4.8,136,2.0,Yes,Local cuisine popular in Bhadrak City,Nov-Feb,69,"Sightseeing, Cultural Visit, Photography, Nature Walk",Representative offbeat Odisha attraction
Odisha,Bhadrak City,Bhadrak Local Spot 7,"adventure, beach, local",1686,86.0,4.6,12,2.0,Yes,Local cuisine popular in Bhadrak City,Nov-Feb,44,"Sightseeing, Cultural Visit, Photography, Nature Walk",Representative offbeat Odisha attraction
Odisha,Bhadrak City,Bhadrak Local Spot 8,"cultural, heritage, local",853,70.0,4.3,32,1.0,Yes,Local cuisine popular in Bhadrak City,Year-round,62,"Sightseeing, Cultural Visit, Photography, Nature Walk",Representative offbeat Odisha attraction
Odisha,Bhadrak City,Bhadrak Local Spot 9,"adventure, local, river",3158,56.0,4.3,108,1.0,Yes,Local cuisine popular in Bhadrak City,Oct-Mar,75,"Sightseeing, Cultural Visit, Photography, Nature Walk",Representative offbeat Odisha attraction
Odisha,Bhadrak City,Bhadrak Local Spot 10,"adventure, beach, local",3958,53.0,4.1,47,2.0,Yes,Local cuisine popular in Bhadrak City,Nov-Feb,42,"Sightseeing, Cultural Visit, Photography, Nature Walk",Representative offbeat Odisha attraction
Odisha,Bhadrak City,Bhadrak Local Spot 11,"beach, cultural, local",1495,97.0,4.2,50,3.0,Yes,Local cuisine popular in Bhadrak City,Year-round,71,"Sightseeing, Cultural Visit, Photography, Nature Walk",Representative offbeat Odisha attraction
Odisha,Bhadrak City,Bhadrak Local Spot 12,"forest, local, spiritual",1266,69.0,4.9,70,3.0,No,Local cuisine popular in Bhadrak City,Nov-Feb,42,"Sightseeing, Cultural Visit, Photography, Nature Walk",Representative offbeat Odisha attraction
Odisha,Bhadrak City,Bhadrak Local Spot 13,"adventure, beach, local",3058,89.0,5.0,48,2.0,No,Local cuisine popular in Bhadrak City,Year-round,79,"Sightseeing, Cultural Visit, Photography, Nature Walk",Representative offbeat Odisha attraction
Odisha,Bhadrak City,Bhadrak Local Spot 14,"local, spiritual, temple",3340,94.0,4.9,96,3.0,Yes,Local cuisine popular in Bhadrak City,Year-round,48,"Sightseeing, Cultural Visit, Photography, Nature Walk",Representative offbeat Odisha attraction
Odisha,Bhadrak City,Bhadrak Local Spot 15,"forest, local, spiritual",942,59.0,4.7,12,1.0,Yes,Local cuisine popular in Bhadrak City,Nov-Feb,80,"Sightseeing, Cultural Visit, Photography, Nature Walk",Representative offbeat Odisha attraction
Punjab,Amritsar City,Golden Temple,"cultural, local, museum",3033,56.0,4.3,69,1.0,Yes,Local cuisine popular in Amritsar City,Year-round,78,"Sightseeing, Cultural Tour, Photography, Food Walk",Major attraction in Amritsar
Punjab,Amritsar City,Jallianwala Bagh,"cultural, local, museum",2908,91.0,4.4,27,1.0,No,Local cuisine popular in Amritsar City,Year-round,80,"Sightseeing, Cultural Tour, Photography, Food Walk",Major attraction in Amritsar
Punjab,Amritsar City,Wagah Border,"local, temple, urban",867,76.0,4.5,59,3.0,Yes,Local cuisine popular in Amritsar City,Nov-Feb,73,"Sightseeing, Cultural Tour, Photography, Food Walk",Major attraction in Amritsar
Punjab,Ludhiana City,Punjab Agricultural University Museum,"heritage, local, temple",4149,95.0,4.2,27,2.0,Yes,Local cuisine popular in Ludhiana City,Year-round,96,"Sightseeing, Cultural Tour, Photography, Food Walk",Major attraction in Ludhiana
Punjab,Ludhiana City,Nehru Rose Garden,"heritage, local, museum",1106,76.0,4.4,41,1.0,No,Local cuisine popular in Ludhiana City,Nov-Feb,97,"Sightseeing, Cultural Tour, Photography, Food Walk",Major attraction in Ludhiana
Punjab,Ludhiana City,Hardy's World,"cultural, heritage, local",3048,72.0,3.9,62,2.0,Yes,Local cuisine popular in Ludhiana City,Oct-Mar,63,"Sightseeing, Cultural Tour, Photography, Food Walk",Major attraction in Ludhiana
Punjab,Jalandhar City,Rangla Punjab Haveli,"heritage, local, temple",3828,78.0,4.5,94,2.0,Yes,Local cuisine popular in Jalandhar City,Nov-Feb,95,"Sightseeing, Cultural Tour, Photography, Food Walk",Major attraction in Jalandhar
Punjab,Jalandhar City,Wonderland Theme Park,"local, scenic",2824,64.0,4.5,30,3.0,Yes,Local cuisine popular in Jalandhar City,Year-round,96,"Sightseeing, Cultural Tour, Photography, Food Walk",Major attraction in Jalandhar
Punjab,Jalandhar City,Devi Talab Mandir,"heritage, local, museum",3027,58.0,4.2,114,1.0,No,Local cuisine popular in Jalandhar City,Nov-Feb,91,"Sightseeing, Cultural Tour, Photography, Food Walk",Major attraction in Jalandhar
Punjab,Patiala City,Qila Mubarak,"heritage, local, urban",3795,91.0,4.4,36,1.0,Yes,Local cuisine popular in Patiala City,Year-round,62,"Sightseeing, Cultural Tour, Photography, Food Walk",Major attraction in Patiala
Punjab,Patiala City,Sheesh Mahal,"heritage, local",3816,95.0,4.3,77,3.0,Yes,Local cuisine popular in Patiala City,Oct-Mar,75,"Sightseeing, Cultural Tour, Photography, Food Walk",Major attraction in Patiala
Punjab,Patiala City,Baradari Gardens,"heritage, local",2890,90.0,4.0,30,1.0,Yes,Local cuisine popular in Patiala City,Oct-Mar,94,"Sightseeing, Cultural Tour, Photography, Food Walk",Major attraction in Patiala
Punjab,Bathinda City,Qila Mubarak Bathinda,"heritage, local, market",2738,88.0,4.3,116,2.0,Yes,Local cuisine popular in Bathinda City,Oct-Mar,90,"Sightseeing, Cultural Tour, Photography, Food Walk",Major attraction in Bathinda
Punjab,Bathinda City,Rose Garden,"local, urban",1568,55.0,3.9,8,2.0,Yes,Local cuisine popular in Bathinda City,Oct-Mar,69,"Sightseeing, Cultural Tour, Photography, Food Walk",Major attraction in Bathinda
Punjab,Bathinda City,Thermal Plant View,"local, market, scenic",2952,84.0,3.8,116,1.0,Yes,Local cuisine popular in Bathinda City,Year-round,93,"Sightseeing, Cultural Tour, Photography, Food Walk",Major attraction in Bathinda
Punjab,Pathankot City,Mukteshwar Temple,"heritage, local, urban",1486,62.0,4.2,42,2.0,Yes,Local cuisine popular in Pathankot City,Oct-Mar,79,"Sightseeing, Cultural Tour, Photography, Food Walk",Major attraction in Pathankot
Punjab,Pathankot City,Ranjit Sagar Dam,"local, museum, scenic",972,86.0,4.0,109,1.0,Yes,Local cuisine popular in Pathankot City,Year-round,65,"Sightseeing, Cultural Tour, Photography, Food Walk",Major attraction in Pathankot
Punjab,Pathankot City,Kathgarh Temple,"local, urban",1697,76.0,4.4,16,2.0,Yes,Local cuisine popular in Pathankot City,Nov-Feb,66,"Sightseeing, Cultural Tour, Photography, Food Walk",Major attraction in Pathankot
Punjab,Hoshiarpur City,Takhani Reserve Forest,"heritage, local, temple",1586,100.0,4.2,91,3.0,Yes,Local cuisine popular in Hoshiarpur City,Year-round,77,"Sightseeing, Cultural Tour, Photography, Food Walk",Major attraction in Hoshiarpur
Punjab,Hoshiarpur City,Kamahi Devi Temple,"cultural, local, market",3530,57.0,5.0,40,1.0,No,Local cuisine popular in Hoshiarpur City,Year-round,85,"Sightseeing, Cultural Tour, Photography, Food Walk",Major attraction in Hoshiarpur
Punjab,Hoshiarpur City,Dholbaha Reservoir,"local, spiritual, temple",2790,64.0,4.3,7,3.0,Yes,Local cuisine popular in Hoshiarpur City,Oct-Mar,97,"Sightseeing, Cultural Tour, Photography, Food Walk",Major attraction in Hoshiarpur
Punjab,Mohali City,Fateh Burj,"cultural, local, museum",1828,72.0,4.1,114,3.0,Yes,Local cuisine popular in Mohali City,Year-round,77,"Sightseeing, Cultural Tour, Photography, Food Walk",Major attraction in Mohali
Punjab,Mohali City,VR Punjab,"local, scenic, temple",3198,60.0,4.1,47,3.0,Yes,Local cuisine popular in Mohali City,Oct-Mar,95,"Sightseeing, Cultural Tour, Photography, Food Walk",Major attraction in Mohali
Punjab,Mohali City,Sukhna Lake (nearby),"heritage, local, market",2397,75.0,4.2,86,2.0,No,Local cuisine popular in Mohali City,Nov-Feb,91,"Sightseeing, Cultural Tour, Photography, Food Walk",Major attraction in Mohali
Punjab,Ferozepur City,Hussainiwala Border,"local, spiritual, temple",2875,61.0,4.6,108,2.0,Yes,Local cuisine popular in Ferozepur City,Year-round,96,"Sightseeing, Cultural Tour, Photography, Food Walk",Major attraction in Ferozepur
Punjab,Ferozepur City,National Martyrs Memorial,"local, market, spiritual",1327,94.0,4.3,19,2.0,Yes,Local cuisine popular in Ferozepur City,Oct-Mar,98,"Sightseeing, Cultural Tour, Photography, Food Walk",Major attraction in Ferozepur
Punjab,Ferozepur City,Harike Wetlands,"heritage, local, urban",2727,72.0,4.6,101,3.0,Yes,Local cuisine popular in Ferozepur City,Oct-Mar,84,"Sightseeing, Cultural Tour, Photography, Food Walk",Major attraction in Ferozepur
Punjab,Ropar City,Ropar Wetlands,"cultural, local, market",3081,99.0,5.0,89,3.0,Yes,Local cuisine popular in Ropar City,Nov-Feb,94,"Sightseeing, Cultural Tour, Photography, Food Walk",Major attraction in Ropar
Punjab,Ropar City,Anandpur Sahib,"heritage, local",2206,89.0,4.5,33,1.0,No,Local cuisine popular in Ropar City,Oct-Mar,88,"Sightseeing, Cultural Tour, Photography, Food Walk",Major attraction in Ropar
Punjab,Ropar City,Bhakra Canal View,"local, urban",1866,69.0,5.0,91,2.0,Yes,Local cuisine popular in Ropar City,Year-round,65,"Sightseeing, Cultural Tour, Photography, Food Walk",Major attraction in Ropar
Punjab,Gurdaspur City,Kalanaur Fort,"local, scenic, temple",1003,69.0,4.9,103,2.0,Yes,Local cuisine popular in Gurdaspur City,Year-round,76,"Sightseeing, Cultural Tour, Photography, Food Walk",Major attraction in Gurdaspur
Punjab,Gurdaspur City,Fish Park,"local, market, urban",1120,69.0,5.0,20,1.0,Yes,Local cuisine popular in Gurdaspur City,Oct-Mar,65,"Sightseeing, Cultural Tour, Photography, Food Walk",Major attraction in Gurdaspur
Punjab,Gurdaspur City,Mukeria Riverside,"heritage, local, spiritual",4054,70.0,3.9,99,1.0,Yes,Local cuisine popular in Gurdaspur City,Oct-Mar,87,"Sightseeing, Cultural Tour, Photography, Food Walk",Major attraction in Gurdaspur
Punjab,Sangrur City,Banasar Garden,"cultural, heritage, local",1881,56.0,4.4,35,3.0,Yes,Local cuisine popular in Sangrur City,Nov-Feb,78,"Sightseeing, Cultural Tour, Photography, Food Walk",Major attraction in Sangrur
Punjab,Sangrur City,Nabha Fort,"heritage, local",1311,91.0,4.1,65,3.0,Yes,Local cuisine popular in Sangrur City,Oct-Mar,72,"Sightseeing, Cultural Tour, Photography, Food Walk",Major attraction in Sangrur
Punjab,Sangrur City,Sangrur Heritage Walk,"local, spiritual, temple",1266,92.0,5.0,93,1.0,Yes,Local cuisine popular in Sangrur City,Year-round,84,"Sightseeing, Cultural Tour, Photography, Food Walk",Major attraction in Sangrur
Punjab,Mansa City,Budhlada Park,"local, spiritual, temple",3034,76.0,4.4,82,2.0,Yes,Local cuisine popular in Mansa City,Year-round,90,"Sightseeing, Cultural Tour, Photography, Food Walk",Major attraction in Mansa
Punjab,Mansa City,Sardulgarh Fields,"heritage, local, urban",4074,61.0,4.4,10,2.0,Yes,Local cuisine popular in Mansa City,Oct-Mar,69,"Sightseeing, Cultural Tour, Photography, Food Walk",Major attraction in Mansa
Punjab,Mansa City,Local Fort,"local, market, scenic",2728,83.0,3.9,110,3.0,No,Local cuisine popular in Mansa City,Nov-Feb,71,"Sightseeing, Cultural Tour, Photography, Food Walk",Major attraction in Mansa
Punjab,Moga City,Dharamkot Trails,"local, scenic",2297,81.0,4.0,8,1.0,No,Local cuisine popular in Moga City,Year-round,65,"Sightseeing, Cultural Tour, Photography, Food Walk",Major attraction in Moga
Punjab,Moga City,Gurudwara Nanaksar,"local, museum, urban",1381,72.0,4.4,53,2.0,Yes,Local cuisine popular in Moga City,Nov-Feb,94,"Sightseeing, Cultural Tour, Photography, Food Walk",Major attraction in Moga
Punjab,Moga City,Megha Forest,"local, spiritual, temple",2666,71.0,4.6,110,1.0,Yes,Local cuisine popular in Moga City,Nov-Feb,89,"Sightseeing, Cultural Tour, Photography, Food Walk",Major attraction in Moga
Punjab,Faridkot City,Qila Mubarak Faridkot,"cultural, local, temple",2406,84.0,4.8,45,3.0,Yes,Local cuisine popular in Faridkot City,Year-round,95,"Sightseeing, Cultural Tour, Photography, Food Walk",Major attraction in Faridkot
Punjab,Faridkot City,Raj Mahal,"local, spiritual, temple",1677,79.0,4.8,35,3.0,No,Local cuisine popular in Faridkot City,Oct-Mar,76,"Sightseeing, Cultural Tour, Photography, Food Walk",Major attraction in Faridkot
Punjab,Faridkot City,Tila Baba Farid,"heritage, local, spiritual",3028,82.0,4.3,6,2.0,No,Local cuisine popular in Faridkot City,Oct-Mar,95,"Sightseeing, Cultural Tour, Photography, Food Walk",Major attraction in Faridkot
Punjab,Kapurthala City,Jagatjit Palace,"local, market, scenic",3766,91.0,4.3,19,2.0,No,Local cuisine popular in Kapurthala City,Year-round,86,"Sightseeing, Cultural Tour, Photography, Food Walk",Major attraction in Kapurthala
Punjab,Kapurthala City,Elysee Palace,"heritage, local",1764,59.0,5.0,70,1.0,Yes,Local cuisine popular in Kapurthala City,Oct-Mar,97,"Sightseeing, Cultural Tour, Photography, Food Walk",Major attraction in Kapurthala
Punjab,Kapurthala City,Pushpa Gujral Science City,"local, temple, urban",3746,58.0,4.2,37,1.0,Yes,Local cuisine popular in Kapurthala City,Nov-Feb,82,"Sightseeing, Cultural Tour, Photography, Food Walk",Major attraction in Kapurthala
Punjab,Barnala City,Civic Park,"heritage, local, scenic",2486,66.0,3.8,68,2.0,Yes,Local cuisine popular in Barnala City,Oct-Mar,63,"Sightseeing, Cultural Tour, Photography, Food Walk",Major attraction in Barnala
Punjab,Barnala City,Handiaya Local Spot,"local, museum, scenic",1018,78.0,3.9,68,2.0,Yes,Local cuisine popular in Barnala City,Oct-Mar,67,"Sightseeing, Cultural Tour, Photography, Food Walk",Major attraction in Barnala
Punjab,Barnala City,Barnala Lake,"local, scenic, temple",4007,61.0,3.8,45,3.0,No,Local cuisine popular in Barnala City,Nov-Feb,73,"Sightseeing, Cultural Tour, Photography, Food Walk",Major attraction in Barnala
Punjab,Fazilka City,Abohar Wildlife Sanctuary,"cultural, local, market",2737,87.0,3.9,98,1.0,No,Local cuisine popular in Fazilka City,Nov-Feb,76,"Sightseeing, Cultural Tour, Photography, Food Walk",Major attraction in Fazilka
Punjab,Fazilka City,Sadqi Border,"heritage, local, temple",3629,79.0,4.7,36,3.0,Yes,Local cuisine popular in Fazilka City,Year-round,78,"Sightseeing, Cultural Tour, Photography, Food Walk",Major attraction in Fazilka
Punjab,Fazilka City,Fazilka Wetlands,"local, temple, urban",2378,86.0,4.2,66,3.0,Yes,Local cuisine popular in Fazilka City,Year-round,82,"Sightseeing, Cultural Tour, Photography, Food Walk",Major attraction in Fazilka
Punjab,Tarn Taran City,Tarn Taran Sahib,"local, scenic",3233,63.0,4.2,50,3.0,Yes,Local cuisine popular in Tarn Taran City,Oct-Mar,92,"Sightseeing, Cultural Tour, Photography, Food Walk",Major attraction in Tarn Taran
Punjab,Tarn Taran City,Harike Bird Sanctuary,"heritage, local, urban",3389,85.0,4.0,59,3.0,Yes,Local cuisine popular in Tarn Taran City,Year-round,76,"Sightseeing, Cultural Tour, Photography, Food Walk",Major attraction in Tarn Taran
Punjab,Tarn Taran City,Khadur Sahib,"local, market, spiritual",1878,61.0,4.7,97,2.0,Yes,Local cuisine popular in Tarn Taran City,Oct-Mar,81,"Sightseeing, Cultural Tour, Photography, Food Walk",Major attraction in Tarn Taran
Punjab,Malerkotla City,Idgah Mosque,"cultural, local, museum",1039,87.0,4.8,77,1.0,No,Local cuisine popular in Malerkotla City,Year-round,95,"Sightseeing, Cultural Tour, Photography, Food Walk",Major attraction in Malerkotla
Punjab,Malerkotla City,Sheikh Sadan,"cultural, local, temple",1072,64.0,4.7,92,2.0,Yes,Local cuisine popular in Malerkotla City,Nov-Feb,70,"Sightseeing, Cultural Tour, Photography, Food Walk",Major attraction in Malerkotla
Punjab,Malerkotla City,Local Heritage Lane,"cultural, local",4162,90.0,4.8,111,3.0,Yes,Local cuisine popular in Malerkotla City,Year-round,84,"Sightseeing, Cultural Tour, Photography, Food Walk",Major attraction in Malerkotla
Punjab,Amritsar City,Amritsar Local Spot 4,"heritage, local, market",3144,67.0,4.6,118,2.0,Yes,Local cuisine popular in Amritsar City,Oct-Mar,72,"Sightseeing, Cultural Tour, Photography, Food Walk",Representative offbeat Punjab attraction
